 ;comment_text;Rhetoric;Main targeted group;Secondary targeted group;Pejorative framing of communism;Vulgar language
ČT;Jan Vašek tak to nemůže žádný kandidovat. Všichni se narodili v Československu.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek hoho už tu jeden byl;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek proto ho jdeme volit  jeden lepší jak druhej;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Miroslav Eliáš protoze vyber je hodne tragickej;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Vitula to je asi pravda ale horší než je to teď už snad nebude.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Miroslav Eliáš ja se obavam, ze uz to muze byt jenom horsi. Jsem od prirody pesimista.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek vy to moc nesledujete že;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek Babiš má české občanství ty trubko nevzdělaná;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek a co jako byl Husák taky Slovák no a co;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek a vadil by vám Ukrajinec?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Polák to je snad jasný ne ale hlavně ne stbak;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek no v dnešní době to jistý není.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Polák a ve finále ať má národnost jakou chce 😉ale ať je to člověk co dává lidi do hromady a ne aby je rozděloval 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Vašek rozděluje především asocialni zaprodana 5 kolka a jejich věrní posluchači.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Jan Vašek Hlavně by to neměl být hloupý a ukňučený ""trtko"".";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiri Valcik za 1. jsme ho nemohli volit sami a za 2. jsme pro to udělali dost, aby nebyl.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Adéla Vágnerová asi jste zaspala  ne,nebo žila v  jiné zemi ne,jinak by jste to nemohla napsat ,až ty modrý práci ODS ,to o 100%obratili k horšímu,tak chvilku přemýšlejte tím co máte na hlavě nebo radši ne;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Mirek Pejcha Na Mírov;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Alex Rotsteinová takže slunce a měsíc jsou planety. Sory ty videa sem viděl a Babiš je tupej křupan.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ludvík Zavřel Máte pravdu ,ale tady není výběr a slušnost je jít k volbám,ale je to každého věc hezký den přeji.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Taky se dost slušně změnil kurz včera na Babise  kurz 5 a tedka 3.20 a klesá;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Marek Mára Nerudové to pěkně klesá,budete nemile překvapen, Babiš má víc fanoušků než si myslíte!!!!!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hana Tománková taky na Babise  vsadil 1500 při kurzů  3.7 škoda že to neudělal včera;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pavel Novotný Přesně tak.. Bohužel se ale nechají uplatit stokorunou přidanou k důchodu 😒;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jaroslav Navrátil Furt lepší, než estébácký lhář, podvodník a mafián.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Teď už má Babiš plnou zelenou na 160km/h a už ho žádné návěstidlo nezastaví. V nejbližší stanici mu už bude mávat pouze komunistický rozvědčík Pávek.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova hnus 😡;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Davoš Nejtek i kdyby to byl Číňan, tak co? Irelevantní;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova Třeba těn covid se mu povedl :))). Světové prvenství, 40 tis. mrtvých, zmatené lockdowny a 6 ministrů...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Svědkové Covidovi volí Babiše. Jsem po čtvrté dàvce a taky jsem pochopil kdo je můj vůdce;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Škoda že u nás není takovej Pablo Escobar lidi by ho určitě volili. Tady je totiž všechno možné....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zbyněk Jičínský u nas je Don Pablo!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ad Albert yeah....😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zbyněk Jičínský Pablo rozdával svým lidem 🤷‍♂️ no a to, že byl loupežník... No a co vždyť to dělají ve vládě všichni, tak co 🤷‍♂️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Adam Korvas přesně 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zbyněk Jičínský ale za to by jste.dostal diplom i kdyby jste např,.doktora i když by jste skalpel v životě ani neviděl to je naše vyzitka;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Adam Korvas ní svá koryta ti nerozdávají ze svého ale podle.bruselského diktátu.to jenom naši srabové to Poláci nebo Maďaři se starají o své země;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zbyněk Jičínský Buďme rádi, že nekandiduje Kajínek. I když…proti Babišovi je to břídil.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tomáš Kratochvíl tak Kajinka jsem chtěl taky původně zmínit 😂😂😂😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zbyněk Jičínský velkej rozdíl by to nebyl. Kajínek navíc umí česky a má kompletní základku.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;toho bych klidne zvolil... vis jak krasne by se nam zilo? on se o vlastni staral... mel z ceho rozdavat a ty prachy nevydelal zotrocovanim a vykoristovanim ale produktem, po kterym byla poptavka vsude ve svete...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tomáš Kratochvíl A má potřebnou kvalifikaci. Už seděl. Stejně jako Husák a Havel. 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Mirek Pejcha souhlasím. je to slušný člověk;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Věra Štekláčová Ten kdo teď zadlužuje naší zem a asi prd o tom víte je Fiala;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kachna budeš brzy plavat,ne chodit po hladině;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Richard Jilka heeeej máš štěstí,že tě znám🤪😶‍🌫️🤣🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dejvi Kachna Pristrihnu brzy ,,pirka,,všem kteří fandili tomu fialovým hnusu,docela se těším na večerní zprávy co budou ty zesranci  kecat;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Aaaa věrná čtenářka Blesku se pozná☺️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vladimír Kučera  Její manžel, už vidím ty právnické kšefty co by od ní dostal 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Lukáš Tomko a vy tu vaši;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Libor Pištěk To stejné,opak je pravdou 😂😂😂😂.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Věra Štekláčová;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ladislav JerryFree Svoboda přesně tak Ládiku ,to by bylo super .;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova k soudu nejde do debaty nejde jediný co mu jde je šmelina jak šalina 😄😄😄😄;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pan Babiš  na hrad;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kveta Mezeiova Ano souhlas🙏🇨🇿 🇨🇿 🇨🇿 🇨🇿 🇨🇿....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Volíme 7;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Marie Veselá Oni/jejich?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikdy;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Panda Malík ono není koho;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vlastimil Škrob ale je;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hynek Krčál Češi a rozum ? To byl dobrej vtip ...😂Stačilo že se tu volil Zeman a tahle vláda ...To si pak člověk říká že rozum fakt nemáme 🤦;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dana Bartova Babiše po těch všech kauzách může volit už jen morální mrzák nebo člověk bez špetky svědomí a morálky nebo hloupý člověk, co si neumí ověřovat fakta. Je to normální gauner, který křivě přisáhal na zdraví svých dětí a vy mu ještě tleskáte. To chcete zničit život svým dětem/vnukům a ještě se tím chlubíte? Hůř je teď kvůli Babišovi, 8 let v ekonomickém růstu rzohazoval a vy to teď platíte a jste tak hloupá, že tomu ještě tleskáte! Bohužel kvůli lidem jako vy bude ještě hůře....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hynek Krčál tak Budem volit komouše a stbáka  to už si nevyberem;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Chválím pana soudce. Rozhodl správně. Na trestnou lavici by měli jít Ti, kteří to umožnili.. A i p. Rychetský,  ten zcela zpochybnil sílu jednotlivých stran. A dnes měla byt diskuse i Dr. Šmuclerem. I on řekl, že bylo záhodno prověřit celé hospodaření nynější vlády. A bude soud?  Kauze p. Babiše byla zcela jistě naplánována. Z mé strany si ale nemyslete, že chci někomu nahrávat. Zcela nestranný pohled. Už opět čekám příspěvek od nějakého mladíka, neznajíc historii i vývoj naší země. Jenže, dnes mladí chtějí jen Kč a že by za nimi  byla vidět nějaká práce!  Už jsem mimo příspěvku k danému tématu. Vážení a mili, každý volme dle svého svědomí. Již dnes víme, že ne všichni budeme spokojeni.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna bože,vy jste výplod!!!Pan soudce tak rozhodl, protože musel 🤣🤣🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Ty jedna vygumovaná stará krávo, ten Rychetský těm stranám natolik pomohl, že kdyby se volilo podle starého modelu, tak měla koalice ještě o dva mandáty víc. To je pomoc, co? A vláda jistě kauzu naplánovala - tak aby ho osvobodili týden před volbama. Jste vážně tak blbá nebo to jenom děláte?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Vyjádření pana zubaře Šmuclera k vládě má asi stejnou hodnotu jako vaše vyjádření tady. Nulovou.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Jana Pokorna To vaše ""přemoudřelé rozumování"" vám moc nevyšlo, co?";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Linda Malá protože ""musel??""";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna ano na trestnou lavici by měli jít všichni ti, co umožnili Burešovi škodit naší zemi. A také ti, co to jeho řádění přehlížejí a nejvíc ti, co mu k tomu ještě fandí - ti by měli mít kromě trestní odpovědnosti za vlastizradu ještě morální odpovědnost vůči potomkům.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Jana Pokorna taky chválím pana soudce. Žaloba byla ""šikovně"" podaná tak, že nemohl vynést jiný rozsudek. Je to ještě horší, než jsme si mysleli.  https://www.seznamzpravy.cz/clanek/domaci-zivot-v-cesku-zalobce-se-odklonil-od-podstaty-kauzy-capi-hnizdo-rika-soudce-222876#dop_ab_variant=0&dop_source_zone_name=zpravy.sznhp.box&source=hp&seq_no=3&utm_campaign=&utm_medium=z-boxiku&utm_source=www.seznam.cz";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Linda Malá ne nemusel, ale chtěl...a to je rozdíl. Stačilo, kdyby přistoupil na návrh Šarocha...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Armand De Caulaincourt sázím na variantu 1.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna - Jak to řekne Budka Šmucler, tak to musí být pravda...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna a když se tak precizně zabýváte tou historií naší země,                                                                                                        že jste se také nějak podrobněji nezajímala o historii existence Bureše...pak byste asi nikdy neplodila takové nesmysly.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Armand De Caulaincourt Vy byste potřeboval za ty vulgární urážky po čuni,ale pořádně,aby jste se vzpamatoval;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna https://www.seznamzpravy.cz/clanek/vlada-vybrala-noveho-sefa-zalobcu-igora-strize-169518;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Šmucler by se mohl starat o jiné věci. Peníze je všechny spojují . Až bude Odra rozvodněná , všechny tam a je klid;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Jakub Kopecký vy asi neunesete  názor druhého. Takže, i Vy potřebujete školu dialogu a poslechnout i názor druhého. Omlouvám se, nerada lidé obtěžuji. Tak i Vy, začněte používat ""mozek"". A to opravdu píší nerada. Tak přijměte. I Vám, šťastnou ruku při volební účasti.";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dagmar RožkováZavři klapačku a starej se o sebe. Když tady slepice kdáká nahlas, nemůže se divit, že dovalí liška a vjede jí do peří...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Já jsem si ale váš názor přečetl. A dokonce několikrát kvůli vašemu ""stylu"" psaní.";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Soud rozhodl, že to co proběhlo nebyl trestný čin.  Jenže to co proběhlo podle mého názoru nedává Babišovi morální kredit stát se hlavou státu. Jeho vypočítavost v tomto případě není trestná ( nepravomocně). To je tak vše.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Armand De Caulaincourt Slušnost především jinak ruční napomenutí!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vladimír Konečný Bu bu bu;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Linda Malá a to jsem přesně čekala. Nikoho neurazim, takže jen názor. Až se budete dlouho době vrtat v ekonomice, pak snad pochopíte. I tak děkuji, že jste se obtěžoval s odpovědí.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Armand De Caulaincourt 🙈bože do koho jsi duši vrazil a Zapoměl na mozek;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Armand De Caulaincourt Učíte se mluvit?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vladka Bohatova Já za Vaši absenci mozku nemůžu paní, to si stěžujte na lampárně...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna OLAF naplánoval.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna kdybyste raději neodpovídala, udělala by jste alespoň jeden dobrý skutek 🙏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna  joo, VŠŽ  to se pozná;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Lena Smid asi nevíte,jak se dělá vysoká politika🤣🤣🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Eva Halaiova vy jste z jiné planety?Že se tak ptáte!!??A nebo dost hodně naivní 🙏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Já bych zase prověřila chování Šmuclera během covidové epidemie. Kolika lidem uškodil svým popiráním nošení roušek a dalších opatření. Jak asi dopadla ta část lidí, která se nechránila? Mnozí onemocněli a někteří i zemřeli.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Linda Malá ty jsi trupka 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Daniel Fojtík a to jako proč??;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Armand De Caulaincourt Trapné,hloupé,stupidní;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna už to nefetuj, historie je taková, že agent Bureš udával za StB, kde si udělal konexe s mocnými a pak si díky nim mohl v Klausových privatizacich nakrást podniky, od té doby zaklekával přes finanční správu na konkurenci a bral dotace. Dodnes odvádí na daních méně, než získává z dotací. Nezvládl covid, akorát zaváděl COVID totalitu a i tak měl nejvíce mrtvých na obyvatele. No a ČR zadlužil tak, že to teď tato vláda musí řešit a musí šetřit...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Jo. Byla to kampááááááááň. Soudce rozhodl správně, protože rozhodl tak, jak jsem si přála. Staří jsou vrchol moudrosti, zatímco mladí jsou hlupáci. JÁ mám nestranný pohled.... Ještě nějakými kravinami nás nakrmíte?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Vy staří jste neuvěřitelní, měli jste dekády s tím něco udělat, neudělali jste nic, dosadili jste tam všechny, co tam teď jsou a budete si brát do úst mladý? Trošku soudnosti by to chtělo od vás starých…;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jirina Cermáková úplně v pohodě.....! Rouška jsou k h...u!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kolík Aťsepicnu soudnosti by to chtělo od nás? My jsme volili teď co tam je? To jste se tedy hooodne spletl vy mladiku.Soudnost by to chtělo od vás a nebrat si nás,co jsme všechno vybudovali a v 89 se všechno zvrtlo,do pusy. Uvidíte ještě jak za vás bude všechno OK. 😭;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jirina Cermáková Ja dobre nestezuji si😀;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna prohlasil květinkovy profil.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Polankova vybudovali? Co konkrétně? Ráj na zemi? Nemyslím si. Nejste a ani jste nebyli o nic lepší, jak naše generace.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Roman Kolář asi to nemáte na co svádět. Proste ""Mimoň"".";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kolík Aťsepicnu za to vy jste k nezaplacení. Užijte si to.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikola Třetinová vůbec mě narazíte, kouknete na profil, aniž by jste mě znala.  Tak to je také super. A co Vy víte o všech kandidujících? Tak, pardon.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Polankova Ano, vy staří jste měli několik dekád (jestli tedy víte, co to vůbec znamená) možnost volby. Navolili jste si stejná a nebo podobná individua, co to tady táhli na ukradených podnicích podnikatelů za První republiky. Táhli to tak skvěle, až celý systém padl na držku a vy, staří, jste volili a nebo za to taky můžou ti mladí? V té době nenarození? Nenechte se vysmát. Mimochodem jaké hodnoty jste zrovna vy vytvořila? Ve svých skoro čtyřiceti letech dám ruku do ohně za to, že jsem hodnot vytvořil víc než vy s tou paní, co má plná ústa mladých, dohromady. 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna bez mladych by se tahle nase zeme nikdy nikam nedostala. Uz i ti na zakladce dobre vedi, co je Babis zac a s eleganci ukazali narodu, co je zac!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Ano, lidem jako jste vy se může zdát, že jsem k nezaplacení. Nebojte, užívám si to.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Havrdová Slezáková Lucie ano i  děti mají z něho prd..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Ta kytka je vidět u každého vašeho komentáře, nikdo ani nemusí jít na váš profil. Předpokládal bych, že tak zkušená a moudrá stařešina ví tak triviální banalitu…;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna my mladí nevolime dle Kč... a i kdyby.. náš stát ty peníze potřebuje. Stejně jako každý z nás. Kort v této těžké době.  Neznajic historii? Co konkrétně? Co my mladí nevíme o historii? Ráda se poučim.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna ještě že pan Šmucler ví🤔🤔🤔😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikola Třetinová ano, všichni chodili do práce, nikdo neznal výhody. Každému šlo o obživu rodiny. I za cenu, že ho rodina neviděla. Já opravdu nebudu obhajovat životy druhých. Nejsem až tak stará. Nic více. Mladá generace chce jen Kč. A to neudělám. A toho jsem svědkem každý den.  Promiňte, více nebudu psát. Jen sdílím se Všemi, co se snažili jít dopředu. Měli jsme, jako stát vše. Nyní jsme jen rozprodána Zem. A opět? Za to může p. Babiš.  A opět, jsem nestraník. A to dnes chtějí načasovane někoho soudit. Soudit měli již dávno!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna s tím, že to je Babišova chyba souhlasím... ale ale házet naší generací do jednoho pytle..přitom ta vaše nebyla o nic lepší..  mi přijde hloupé.  Ano, dnešní doba je jiná a nabízí více možností a volnosti.  Ale to jen díky vašemu přistupu. Nejen my si snažíme život ulehčit.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikola Třetinová jediná otázka? Kam všechny ty Kč, které jsme obstarali, tedy, i Vy? Kam pak Sly?  Náš stát je potřebuje. A ti, pardon, asi nevnímáte. Tím Vás nechci nijak urazit .;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna do školství atd...na 70% slevněne jízdné pro studenty a seniory, na důchody a covidovou situaci.. kde stát utratil 367mld. Kč... o nejvíce peněz nás nepřipravila nezaměstnanost me generace, nýbrž vláda.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roman Kolář Tak už mu nezáviďte, Kdyby jste byl v jeho pozici dělal byste možná i horší věci.  Svět není černobílí. Je známo, že negativní věci se šíří rychleji, než ty pozitivní a zaměřovat se pouze na ty negativa mi připadá pokrytecké. Sorry;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna Milá paní, já mám 61 let a toho gaunera volit nebudu ... když už jsme u hospodaření vlády, zatím žádný z členů této vlády neutratil dva miliony za svoje fotografie jako madam Schillerová. A mladou generaci nechejte na pokoji, koneckonců jsme je vychovali nebo vychováváme my starší :-);Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Havrdová Slezáková Lucie akorát to nebylo na zakladce ale to nevadí 😄😃😀;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tomaš Šebesta A co to bylo za školu?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Holínek nějaká střední škola;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tomaš Šebesta Prdlajs, byla to ZŠ a otázky ze základního vzdělání.  https://insmart.cz/babis-k-tabuli-otazky-ze-zakladni-skoly/;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Holínek ok;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Havrdová Slezáková Lucieinteligentní úvahy... bez starých by jste tu ani nebyli🤷‍♂️ a stále dokola🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna volte radši Baštu. Bude hájit lépe vaše zájmy. Uděláte lépe !!! Věřte mi 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna souhlas;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kolík Aťsepicnu jo to se tedy fakt picnu, jestli vy jste něco za těch 20 let co jste plnoletý vytvořil.Ja rozhodně nikoho co tam je teď nedosazovala. Jste 20 let plnoletý,tak kdo je volil? Tak teď se predvedte co dokážete,jen poslouchat co vám tlučou do hlav,ale vlastní názor nemáte.Tecka. z někým, který o tom co bylo nemá ani páru,se nehodlám bavit.At se picnu. ☺️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Polankova Ivanko, vždyť vy nedáte dohromady kloudnou větu, co vy tak můžete znát, když se zakoktáte i při psaní? Jak jsme psal, za dvacet let jsem toho vytvořil víc, než vy dvě vyšeptaného dámy za zenitem, co mají potřebu kopat do mladých. A znovu, já ty dva kluky z prognošťáku, kteří rozprodali, co komouši nestihli zdevastovat, nikdy nevolil a ani volit v 89 nemohl. Vy máte plnou hlavu bludů, jak jste všechno vybudovali a jak bylo předtím lépe. Nevybudovali jste vůbec nic, většina podniků byla ukradená při normalizaci a vedena vámi nýmandy tak skvěle, že za pár let přestaly být konkurence schopné. Vy rudí noci jste naši republiku poslali desetiletí zpátky a budete mít plnou pusu kydů, jak jste něco vybudovali. Kdyby nebylo rudochů, mohli jsme být finančně i myšlením úplně někde jinde. Tak se mějte fajn a zkuste propříště nabrat trochu té soudnosti, když chcete házet moudra na FB a nebo se jděte picnout, jak navrhujete. 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Kolík Aťsepicnu tak rudý nok mě tedy dostal 🤩A můžete mi vysvětlit pojem ""dvě vyseptaneho dámy""? To vůbec neznám. Nikdo do mladých nekope,omyl,to vy se neustále obouvate do nás. Neznamená, že když jsme žili v komunismu, že nemáme rozhled a žijeme jinde.Plnou hlavu bludů máte a ještě budete mit vy.Zato vy jste se rozepsal,to my bychom asi nedali dohromady,my jsme staří a blbí rudí noci. A vy jste mladý debil. Taky to tady tak vypadá. 😭";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivana Polankova Ne, nemohu. Světem protřelá dáma by to mohla vědět. Vy nevíte na co reagujete? Tak já vám to zrekapituluji. Paní Jana psala komentář o mladých, já ji na to odpověděl a to vy jste do toho vlítnula se svou troškou do mlýna, tak si teď nehrajte na chudinku, jak se do vás někdo obouvá. Nebo holt příště lépe sledovat, na co reagujete. Neznámená, že když je někdo mladý, tak nemá rozhled a nechce jen Kč, jak psala Jana, abych vás parafrázoval. Jsem mladý debil, protože vy nevíte, na co vlastně reagujete? A nebo se mnou jen nesouhlasíte, tak jsem prostě debil? S vámi je ale sranda. 🙂 Očividně se vás můj první komentář hodně týká, když jste měla potřebu reagovat. No, mohli jsme si tohle celé odpustit… Osobně uznávám starší generaci, lidi jako Jana, co hází vše na mladé, ale nemohu uznávat. Schválně si přečtěte její další komentář v jiném vlákně, opět promlouvá k těm neschopným mladým. Pak to tady tak vypadá no… 😞;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jojo jako svazáci v padesátých letech.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jana Pokorna dobře napsáno 👍;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tomáš Čermín No podle mě bych si opravila jako ,,inteligentnější,, nejdříve pravopisné chyby, které by nenapsali ani ti důchodci po hospodách jak tu píšete jo a ještě mimo Prahu, tam jsou zřejmě inteligentní důchodci...🤔😂 Teda fakt jsem se s chutí zasmála. Přeji hezký den co nemá chybu! 😂😂😂😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
